Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Gumefens;1643;0;Pont-en-Ogoz;2122;FR;7.075037886;46.67728351;fr;01.07.2008
Avry-devant-Pont;1644;0;Pont-en-Ogoz;2122;FR;7.084089529;46.68534679;fr;01.07.2008
Le Bry;1645;0;Pont-en-Ogoz;2122;FR;7.081826663;46.70035888;fr;01.07.2008
Botterens;1652;0;Botterens;2123;FR;7.114720043;46.61745349;fr;01.07.2008
Villarbeney;1652;2;Botterens;2123;FR;7.116882764;46.6293549;fr;01.07.2008
Broc;1636;0;Broc;2124;FR;7.125098548;46.5994629;fr;01.07.2008
Châtel-sur-Montsalvens;1653;3;Broc;2124;FR;7.117053081;46.61021948;fr;01.07.2008
Bulle;1630;0;Bulle;2125;FR;7.007743156;46.5976913;fr;01.07.2008
La Tour-de-Trême;1635;0;Bulle;2125;FR;7.029611214;46.58647896;fr;01.07.2008
Le Pâquier-Montbarry;1661;0;Bulle;2125;FR;7.037259086;46.59998256;fr;01.07.2008
Echarlens;1646;0;Corbières;2129;FR;7.090567891;46.66189916;fr;01.07.2008
Corbières;1647;0;Corbières;2129;FR;7.12023724;46.65636353;fr;01.07.2008
Villarvolard;1651;0;Corbières;2129;FR;7.123438992;46.64453076;fr;01.07.2008
Crésuz;1653;2;Crésuz;2130;FR;7.142056571;46.62201854;fr;01.07.2008
Vuadens;1628;0;Echarlens;2131;FR;7.02981044;46.63167375;fr;01.07.2008
Grandvillard;1666;0;Grandvillard;2134;FR;7.107515305;46.52330885;fr;01.07.2008
Gruyères;1663;0;Gruyères;2135;FR;7.084663304;46.57989612;fr;01.07.2008
Pringy;1663;2;Gruyères;2135;FR;7.062624105;46.57866083;fr;01.07.2008
Epagny;1663;3;Gruyères;2135;FR;7.085838274;46.58857082;fr;01.07.2008
Moléson-sur-Gruyères;1663;4;Gruyères;2135;FR;7.023477456;46.55672966;fr;01.07.2008
La Roche FR;1634;0;Hauteville;2137;FR;7.140585119;46.67666203;fr;01.07.2008
Hauteville;1648;0;Hauteville;2137;FR;7.12903791;46.66922169;fr;01.07.2008
Charmey (Gruyère);1637;0;Jaun;2138;FR;7.206959495;46.57524942;fr;01.07.2008
Jaun;1656;0;Jaun;2138;FR;7.284801233;46.60688065;de;01.07.2008
Im Fang;1656;1;Jaun;2138;FR;7.233255268;46.59362623;de;01.07.2008
Schwarzsee;1716;3;Jaun;2138;FR;7.291487153;46.66867583;de;01.07.2008
Marsens;1633;0;Marsens;2140;FR;7.039564419;46.65677703;fr;01.07.2008
Vuippens;1633;2;Marsens;2140;FR;7.074174865;46.6607691;fr;01.07.2008
Morlon;1638;0;Morlon;2143;FR;7.087022821;46.62598077;fr;01.07.2008
Pont-la-Ville;1649;0;Pont-la-Ville;2147;FR;7.113050071;46.70129888;fr;01.07.2008
Riaz;1632;0;Riaz;2148;FR;7.041906798;46.64198696;fr;01.07.2008
Treyvaux;1733;0;La Roche;2149;FR;7.128046003;46.71481503;fr;01.07.2008
Sâles (Gruyère);1625;0;Sâles;2152;FR;6.964008323;46.62952004;fr;01.07.2008
Maules;1625;2;Sâles;2152;FR;6.997054184;46.64236583;fr;01.07.2008
Romanens;1626;0;Sâles;2152;FR;6.973585146;46.65238252;fr;01.07.2008
Treyfayes;1626;2;Sâles;2152;FR;6.958207744;46.65387975;fr;01.07.2008
Rueyres-Treyfayes;1626;3;Sâles;2152;FR;6.954257272;46.64382068;fr;01.07.2008
Vaulruz;1627;0;Sâles;2152;FR;6.957805857;46.60572865;fr;01.07.2008
Sorens;1642;0;Sorens;2153;FR;7.043646499;46.67294555;fr;01.07.2008
Estavannens;1665;0;Bas-Intyamon;2162;FR;7.119916984;46.56257642;fr;01.07.2008
Villars-sous-Mont;1666;2;Bas-Intyamon;2162;FR;7.055793422;46.54424066;fr;01.07.2008
Enney;1667;0;Bas-Intyamon;2162;FR;7.06980787;46.56215752;fr;01.07.2008
Cerniat FR;1654;0;Val-de-Charmey;2163;FR;7.216608856;46.66779839;fr;01.07.2008
Autigny;1742;0;Autigny;2173;FR;7.033293694;46.74076234;fr;01.07.2008
Lentigny;1745;0;Autigny;2173;FR;7.006551215;46.75228618;fr;01.07.2008
Corjolens;1754;2;Avry;2174;FR;7.04271604;46.78690625;fr;01.07.2008
Avry-sur-Matran;1754;4;Avry;2174;FR;7.064933862;46.78975129;fr;01.07.2008
Chésopelloz;1720;2;Belfaux;2175;FR;7.06938364;46.80848168;fr;01.07.2008
Belfaux;1782;0;Belfaux;2175;FR;7.097056221;46.82474964;fr;01.07.2008
Autafond;1782;2;Belfaux;2175;FR;7.077646788;46.81639338;fr;01.07.2008
Chénens;1744;0;Chénens;2177;FR;6.996445005;46.7425629;fr;01.07.2008
Corminboeuf;1720;0;Corminboeuf;2183;FR;7.098471136;46.80413733;fr;01.07.2008
Matran;1753;0;Corminboeuf;2183;FR;7.089131717;46.79289342;fr;01.07.2008
Cottens FR;1741;0;Cottens (FR);2186;FR;7.034666959;46.75471173;fr;01.07.2008
Ferpicloz;1724;3;Ferpicloz;2194;FR;7.162224684;46.7481774;fr;01.07.2008
Fribourg;1700;0;Fribourg;2196;FR;7.164950769;46.80421631;fr;01.07.2008
Bourguillon;1722;0;Fribourg;2196;FR;7.175347173;46.79838383;fr;01.07.2008
Givisiez;1762;0;Givisiez;2197;FR;7.125526464;46.81342368;fr;01.07.2008
Granges-Paccot;1763;0;Granges-Paccot;2198;FR;7.153373162;46.8220987;fr;01.07.2008
Marly;1723;0;Marly;2206;FR;7.147357889;46.77680055;fr;01.07.2008
Posieux;1725;0;Marly;2206;FR;7.127007516;46.76938798;fr;01.07.2008
Neyruz FR;1740;0;Neyruz (FR);2211;FR;7.062162519;46.76616518;fr;01.07.2008
Pierrafortscha;1723;4;Pierrafortscha;2216;FR;7.180826687;46.77698534;fr;01.07.2008
Nierlet-les-Bois;1772;1;Ponthaux;2217;FR;7.058084055;46.81715102;fr;01.07.2008
Ponthaux;1772;2;Ponthaux;2217;FR;7.040015579;46.81738157;fr;01.07.2008
Le Mouret;1724;0;Le Mouret;2220;FR;7.181836063;46.7498985;fr;01.07.2008
Essert FR;1724;2;Le Mouret;2220;FR;7.161384177;46.73649871;fr;01.07.2008
Montévraz;1724;4;Le Mouret;2220;FR;7.183362514;46.71351077;fr;01.07.2008
Oberried FR;1724;5;Le Mouret;2220;FR;7.192869426;46.72985312;fr;01.07.2008
Zénauva;1724;7;Le Mouret;2220;FR;7.188212727;46.71943063;fr;01.07.2008
Bonnefontaine;1724;8;Le Mouret;2220;FR;7.203937966;46.73332512;fr;01.07.2008
Tentlingen;1734;0;Le Mouret;2220;FR;7.193631575;46.75305184;de;01.07.2008
Senèdes;1724;6;Treyvaux;2226;FR;7.14655586;46.73939385;fr;01.07.2008
Villars-sur-Glâne;1752;0;Villars-sur-Glâne;2228;FR;7.122970932;46.79614728;fr;01.07.2008
Villarsel-sur-Marly;1723;3;Villarsel-sur-Marly;2230;FR;7.174450198;46.76220958;fr;01.07.2008
Ecuvillens;1730;0;Hauterive (FR);2233;FR;7.077536081;46.75625571;fr;01.07.2008
Onnens FR;1756;0;La Brillaz;2234;FR;7.038019224;46.77158796;fr;01.07.2008
Lovens;1756;2;La Brillaz;2234;FR;7.021690209;46.77197251;fr;01.07.2008
Lossy;1782;3;La Sonnaz;2235;FR;7.104243116;46.8360379;fr;01.07.2008
La Corbaz;1782;4;La Sonnaz;2235;FR;7.114621681;46.84072381;fr;01.07.2008
Cormagens;1782;5;La Sonnaz;2235;FR;7.136062698;46.83566107;fr;01.07.2008
Formangueires;1782;6;La Sonnaz;2235;FR;7.121731996;46.82774631;fr;01.07.2008
Villarlod;1695;0;Gibloux;2236;FR;7.0292414;46.70572249;fr;01.07.2008
Rueyres-St-Laurent;1695;2;Gibloux;2236;FR;7.039616379;46.71836503;fr;01.07.2008
Estavayer-le-Gibloux;1695;3;Gibloux;2236;FR;7.021879263;46.72270434;fr;01.07.2008
Villarsel-le-Gibloux;1695;4;Gibloux;2236;FR;7.015661096;46.71255496;fr;01.07.2008
Vuisternens-en-Ogoz;1696;0;Gibloux;2236;FR;7.057847864;46.70406227;fr;01.07.2008
Farvagny-le-Grand;1726;0;Gibloux;2236;FR;7.072012568;46.71647471;fr;01.09.2017
Farvagny-le-Petit;1726;2;Gibloux;2236;FR;7.072795552;46.73139339;fr;01.07.2008
Grenilles;1726;3;Gibloux;2236;FR;7.048699255;46.72705716;fr;01.07.2008
Posat;1726;4;Gibloux;2236;FR;7.061363948;46.74194889;fr;01.07.2008
Corpataux;1727;0;Gibloux;2236;FR;7.100278328;46.74489516;fr;01.06.2016
Magnedens;1727;2;Gibloux;2236;FR;7.079650258;46.74118595;fr;01.07.2008
Rossens FR;1728;0;Gibloux;2236;FR;7.099609506;46.72472023;fr;01.07.2008
Prez-vers-Noréaz;1746;0;Prez;2237;FR;7.01052223;46.78430565;fr;01.07.2008
Corserey;1747;0;Prez;2237;FR;6.988554904;46.77304341;fr;01.07.2008
Noréaz;1757;0;Prez;2237;FR;7.038431292;46.80167364;fr;01.07.2008
Ependes FR;1731;0;Bois-d'Amont;2238;FR;7.14922254;46.75622851;fr;01.07.2008
Arconciel;1732;0;Bois-d'Amont;2238;FR;7.11531878;46.75303291;fr;01.07.2008
Courgevaux;1796;0;Courgevaux;2250;FR;7.105569093;46.90295815;de;01.07.2008
Murten;3280;0;Courgevaux;2250;FR;7.107450997;46.91638099;de;01.07.2008
Villarepos;1583;0;Courtepin;2254;FR;7.080392776;46.88226299;fr;01.07.2008
Pensier;1783;0;Courtepin;2254;FR;7.126840655;46.84686505;fr;01.07.2008
Barberêche;1783;4;Courtepin;2254;FR;7.158781435;46.85991361;fr;01.07.2008
Courtepin;1784;0;Courtepin;2254;FR;7.124999157;46.86084508;fr;01.07.2008
Wallenried;1784;3;Courtepin;2254;FR;7.109771608;46.87690842;fr;01.07.2008
Courtaman;1791;0;Courtepin;2254;FR;7.13215597;46.87123869;fr;01.07.2008
Courlevon;1795;0;Courtepin;2254;FR;7.105562272;46.88277682;de;01.07.2008
Kleingurmels;3212;2;Courtepin;2254;FR;7.185825507;46.88313132;de;01.07.2008
Cressier FR;1785;0;Cressier (FR);2257;FR;7.139951333;46.89641465;fr;01.07.2008
Fräschels;3284;0;Fräschels;2258;FR;7.207932127;46.99805991;de;01.07.2008
Greng;3280;4;Greng;2261;FR;7.091893488;46.91475614;de;01.07.2008
Cordast;1792;0;Gurmels;2262;FR;7.150094076;46.87306774;de;01.07.2008
Guschelmuth;1792;2;Gurmels;2262;FR;7.140587863;46.88336431;de;01.07.2008
Wallenbuch;3206;2;Gurmels;2262;FR;7.224773356;46.93214854;de;01.07.2008
Gurmels;3212;0;Gurmels;2262;FR;7.173568862;46.88862751;de;01.07.2008
Liebistorf;3213;0;Gurmels;2262;FR;7.191806746;46.91196886;de;01.07.2008
Kleinbösingen;3213;2;Kleinbösingen;2266;FR;7.203700209;46.89375969;de;01.07.2008
Meyriez;3280;2;Meyriez;2271;FR;7.107682754;46.92334749;de;01.07.2008
Misery;1721;1;Misery-Courtion;2272;FR;7.069142058;46.85137278;fr;01.07.2008
Cormérod;1721;2;Misery-Courtion;2272;FR;7.083117674;46.86675101;fr;01.07.2008
Courtion;1721;4;Misery-Courtion;2272;FR;7.06914656;46.86077303;fr;01.07.2008
Cournillens;1721;5;Misery-Courtion;2272;FR;7.099843466;46.85677445;fr;01.07.2008
Muntelier;3286;0;Muntelier;2274;FR;7.136124983;46.94202491;de;01.07.2008
Clavaleyres;1595;2;Murten;2275;FR;7.093225865;46.89816976;de;01.07.2008
Jeuss;1793;0;Murten;2275;FR;7.173607914;46.90968399;de;01.07.2008
Salvenach;1794;0;Murten;2275;FR;7.149845482;46.91393107;de;01.07.2008
Gempenach;3215;0;Murten;2275;FR;7.199229618;46.94300315;de;01.07.2008
Büchslen;3215;2;Murten;2275;FR;7.182636944;46.94382832;de;01.07.2008
Lurtigen;3215;3;Murten;2275;FR;7.17122214;46.92735582;de;01.07.2008
Galmiz;3285;0;Murten;2275;FR;7.14600919;46.96216118;de;01.07.2008
Ried b. Kerzers;3216;0;Ried bei Kerzers;2276;FR;7.174684707;46.96295848;de;01.07.2008
Agriswil;3216;2;Ried bei Kerzers;2276;FR;7.201923692;46.95486094;de;01.07.2008
Ulmiz;3214;0;Ulmiz;2278;FR;7.199358816;46.92985456;de;01.07.2008
Sugiez;1786;0;Mont-Vully;2284;FR;7.107068229;46.96917091;fr;01.07.2008
Môtier (Vully);1787;0;Mont-Vully;2284;FR;7.071328889;46.94431908;fr;01.07.2008
Mur (Vully) FR;1787;1;Mont-Vully;2284;FR;7.063990421;46.94598799;fr;01.07.2008
Praz (Vully);1788;0;Mont-Vully;2284;FR;7.098952791;46.95426218;fr;01.07.2008
Lugnorre;1789;0;Mont-Vully;2284;FR;7.074362189;46.9583261;fr;01.07.2008
Brünisried;1719;0;Brünisried;2292;FR;7.278041645;46.75564069;de;01.07.2008
Düdingen;3186;0;Düdingen;2293;FR;7.189247802;46.84449281;de;01.07.2008
Giffers;1735;0;Giffers;2294;FR;7.229293753;46.75364907;de;01.07.2008
Bösingen;3178;0;Bösingen;2295;FR;7.234443016;46.88698216;de;01.07.2008
Wünnewil;3184;0;Bösingen;2295;FR;7.268048964;46.88974546;de;01.07.2008
Schmitten FR;3185;0;Bösingen;2295;FR;7.239531135;46.86769389;de;01.07.2008
Heitenried;1714;0;Heitenried;2296;FR;7.300734951;46.82305137;de;01.07.2008
Plaffeien;1716;0;Plaffeien;2299;FR;7.285940747;46.72570142;de;01.07.2008
Oberschrot;1716;2;Plaffeien;2299;FR;7.273125122;46.73914288;de;01.07.2008
Zumholz;1719;2;Plaffeien;2299;FR;7.293264223;46.75673981;de;01.07.2008
